,,,
Source: A&E Datamart,,,
Data from: 1st Janury 2015 - 31st December 2016,,,
Data extracted: 15th November 2017,,,
,,,
Arrival Date,Treatment NHS Board Description - as at date of episode,Treatment Location Name,Number Of Attendances
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,86
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,46
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,243
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,197
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,119
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,33
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,32
02-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,13
02-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,31
02-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,28
02-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,30
02-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,96
02-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,146
02-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,157
02-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,148
02-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),98
02-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,299
02-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,136
02-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,92
02-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,12
02-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
02-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,60
02-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,12
02-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,14
02-Jul-2016,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
02-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,17
02-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,137
02-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,65
02-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,8
02-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,27
02-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
03-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,119
03-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,200
03-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,87
03-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,112
03-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,43
03-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,78
03-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,179
03-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,176
03-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,43
03-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,173
03-Jul-2016,NHS GRAMPIAN,DR GRAY'S HOSPITAL,62
03-Jul-2016,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,52
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,255
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,80
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,77
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,282
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,181
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,108
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,44
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,40
03-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,25
03-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,26
03-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
03-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,23
03-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,113
03-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,160
03-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,188
03-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,168
03-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),134
03-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,312
03-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,143
03-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,93
03-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,14
03-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
03-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,33
03-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,3
03-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,5
03-Jul-2016,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
03-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,16
03-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,167
03-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,84
03-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
03-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,28
03-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,17
04-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,134
04-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,177
04-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,92
04-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,115
04-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,52
04-Jul-2016,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
04-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,56
04-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,170
04-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,140
04-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,35
04-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,164
04-Jul-2016,NHS GRAMPIAN,DR GRAY'S HOSPITAL,81
04-Jul-2016,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,25
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,267
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,105
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,70
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,274
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,205
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,122
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,57
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,44
04-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,31
04-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,25
04-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,31
04-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,25
04-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,106
04-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,187
04-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,213
04-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,188
04-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),90
04-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,339
04-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,157
04-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,138
04-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,18
04-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,37
04-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,45
04-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
04-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,8
04-Jul-2016,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,5
04-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,9
04-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,124
04-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,56
04-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
04-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,10
04-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,27
05-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,126
05-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,167
05-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,66
05-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,121
05-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,27
05-Jul-2016,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
05-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,66
05-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,171
05-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,158
05-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,33
05-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,172
05-Jul-2016,NHS GRAMPIAN,DR GRAY'S HOSPITAL,75
05-Jul-2016,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,24
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,242
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,97
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,65
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,235
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,173
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,119
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,49
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,47
05-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,26
05-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,29
05-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,21
05-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,21
05-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,87
05-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,172
05-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,152
05-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,135
05-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),103
05-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,316
05-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,135
05-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,108
05-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,14
05-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,13
05-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,44
05-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
05-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,2
05-Jul-2016,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
05-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,12
05-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,114
05-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,68
05-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,9
05-Jul-2016,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
05-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,8
05-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,18
06-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,98
06-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,174
06-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,58
06-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,92
06-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,42
06-Jul-2016,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
06-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,55
06-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,146
06-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,147
06-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,35
06-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,144
06-Jul-2016,NHS GRAMPIAN,DR GRAY'S HOSPITAL,77
06-Jul-2016,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,38
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,219
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,77
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,71
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,259
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,169
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,113
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,52
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,50
06-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,16
06-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,26
06-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,21
06-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,20
06-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,83
06-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,158
06-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,184
06-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,156
06-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),111
06-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,319
06-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,117
06-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,117
06-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,16
06-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,26
06-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,29
06-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,6
06-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,6
06-Jul-2016,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,5
06-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,4
06-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,117
06-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,54
06-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,9
06-Jul-2016,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
06-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,7
06-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
07-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,130
07-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,176
07-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,73
07-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,111
07-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,38
07-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,49
07-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,164
07-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,158
07-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,44
07-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,153
07-Jul-2016,NHS GRAMPIAN,DR GRAY'S HOSPITAL,54
07-Jul-2016,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,44
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,221
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,87
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,76
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,226
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,182
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,110
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,58
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,53
07-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,28
07-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,18
07-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,22
07-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,25
07-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,72
07-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,153
07-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,189
07-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,154
07-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),123
07-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,294
07-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,142
07-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,121
07-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,19
07-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,18
07-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,36
07-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,9
07-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,7
07-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,12
07-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,115
07-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,65
07-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
07-Jul-2016,NHS TAYSIDE,ST MARGARET'S HOSPITAL,3
07-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,5
07-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,17
08-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,122
08-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,178
08-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,64
08-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,102
08-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
08-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,55
08-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,157
08-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,144
08-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,37
08-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,146
08-Jul-2016,NHS GRAMPIAN,DR GRAY'S HOSPITAL,64
08-Jul-2016,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,43
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,229
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,76
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,77
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,241
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,188
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,127
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,55
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,52
08-Jul-2016,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,27
08-Jul-2016,NHS HIGHLAND,BELFORD HOSPITAL,28
08-Jul-2016,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,24
08-Jul-2016,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,19
08-Jul-2016,NHS HIGHLAND,RAIGMORE HOSPITAL,80
08-Jul-2016,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,160
08-Jul-2016,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,181
08-Jul-2016,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,157
08-Jul-2016,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),112
08-Jul-2016,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,279
08-Jul-2016,NHS LOTHIAN,ST JOHN'S HOSPITAL,129
08-Jul-2016,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,98
08-Jul-2016,NHS ORKNEY,BALFOUR HOSPITAL,14
08-Jul-2016,NHS SHETLAND,GILBERT BAIN HOSPITAL,16
08-Jul-2016,NHS TAYSIDE,ARBROATH INFIRMARY,35
08-Jul-2016,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,6
08-Jul-2016,NHS TAYSIDE,BRECHIN INFIRMARY,4
08-Jul-2016,NHS TAYSIDE,LINKS HEALTH CENTRE,13
08-Jul-2016,NHS TAYSIDE,NINEWELLS HOSPITAL,125
08-Jul-2016,NHS TAYSIDE,PERTH ROYAL INFIRMARY,64
08-Jul-2016,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,10
08-Jul-2016,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
08-Jul-2016,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,10
08-Jul-2016,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
09-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,120
09-Jul-2016,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,186
09-Jul-2016,NHS BORDERS,BORDERS GENERAL HOSPITAL,85
09-Jul-2016,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,82
09-Jul-2016,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,37
09-Jul-2016,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
09-Jul-2016,NHS FIFE,QUEEN MARGARET HOSPITAL,52
09-Jul-2016,NHS FIFE,VICTORIA HOSPITAL,159
09-Jul-2016,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,181
09-Jul-2016,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,38
09-Jul-2016,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,162
