Arrival Date,Treatment NHS Board Description - as at date of episode,Location Name,Number Of Attendances
21-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,302
21-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,194
21-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,183
21-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,72
21-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,47
21-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,25
21-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
21-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,23
21-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,85
21-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,188
21-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,196
21-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,183
21-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),144
21-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,295
21-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,146
21-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,173
21-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,15
21-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
21-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,34
21-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
21-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,2
21-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,11
21-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,124
21-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,57
21-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
21-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
21-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,9
21-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,6
21-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,12
22-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,94
22-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,213
22-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,70
22-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,116
22-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
22-Sep-17,NHS FIFE,ADAMSON HOSPITAL,11
22-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,61
22-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,12
22-Sep-17,NHS FIFE,VICTORIA HOSPITAL,161
22-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,175
22-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,46
22-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,164
22-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,68
22-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,37
22-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,223
22-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,81
22-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,73
22-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,259
22-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,142
22-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,149
22-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,46
22-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,54
22-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,27
22-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
22-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,24
22-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,94
22-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,170
22-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,174
22-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,172
22-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),139
22-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,343
22-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,136
22-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,137
22-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,15
22-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
22-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,35
22-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,3
22-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,6
22-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,1
22-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,12
22-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,131
22-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,68
22-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
22-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
22-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,21
22-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
22-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,13
23-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,133
23-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,219
23-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,78
23-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,98
23-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,45
23-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,48
23-Sep-17,NHS FIFE,VICTORIA HOSPITAL,195
23-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,169
23-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,49
23-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,180
23-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,92
23-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,36
23-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,261
23-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,73
23-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,67
23-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,273
23-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,163
23-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,162
23-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,35
23-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,30
23-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,22
23-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,15
23-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,22
23-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,109
23-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,148
23-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,153
23-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,163
23-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),149
23-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,339
23-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,171
23-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,90
23-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,17
23-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,18
23-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,61
23-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,12
23-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,9
23-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,5
23-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,17
23-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,149
23-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,66
23-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
23-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,19
23-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,4
23-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,23
24-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,96
24-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,241
24-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,108
24-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,128
24-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,43
24-Sep-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
24-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,71
24-Sep-17,NHS FIFE,VICTORIA HOSPITAL,204
24-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,192
24-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,52
24-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,198
24-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,84
24-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,59
24-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,276
24-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,99
24-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,97
24-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,296
24-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,190
24-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,186
24-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,54
24-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,37
24-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,30
24-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
24-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,16
24-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,109
24-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,200
24-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,202
24-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,196
24-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),157
24-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,356
24-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,160
24-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,116
24-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,19
24-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,23
24-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,62
24-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,9
24-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,3
24-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
24-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,11
24-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,167
24-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,71
24-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
24-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,27
24-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,8
24-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,14
25-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,138
25-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,247
25-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,110
25-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,110
25-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,35
25-Sep-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
25-Sep-17,NHS FIFE,ADAMSON HOSPITAL,11
25-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,73
25-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,15
25-Sep-17,NHS FIFE,VICTORIA HOSPITAL,183
25-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,198
25-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,59
25-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,200
25-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,109
25-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,48
25-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,327
25-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,121
25-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,88
25-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,331
25-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,225
25-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,227
25-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,59
25-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,50
25-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,25
25-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,23
25-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,22
25-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,108
25-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,205
25-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,224
25-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,223
25-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),163
25-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,362
25-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,208
25-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,180
25-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,15
25-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
25-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,46
25-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,8
25-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,6
25-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
25-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,7
25-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,140
25-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,77
25-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
25-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
25-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,24
25-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,10
25-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,29
26-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,112
26-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,203
26-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,74
26-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,116
26-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
26-Sep-17,NHS FIFE,ADAMSON HOSPITAL,13
26-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,77
26-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,15
26-Sep-17,NHS FIFE,VICTORIA HOSPITAL,168
26-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,192
26-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,52
26-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,183
26-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,60
26-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,51
26-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,286
26-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,91
26-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,114
26-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,290
26-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,205
26-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,199
26-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,63
26-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,63
26-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,30
26-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
26-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,29
26-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,116
26-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,193
26-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,238
26-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,246
26-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),139
26-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,354
26-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,175
26-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,147
26-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,22
26-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
26-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,42
26-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
26-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,5
26-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
26-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,8
26-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,126
26-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,57
26-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,11
26-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
26-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,10
26-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,5
26-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,24
27-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,99
27-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,169
27-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,81
27-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,92
27-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,27
27-Sep-17,NHS FIFE,ADAMSON HOSPITAL,8
27-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,69
27-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,13
27-Sep-17,NHS FIFE,VICTORIA HOSPITAL,171
27-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,160
27-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,56
27-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,152
27-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,73
27-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,31
27-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,251
27-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,85
27-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,106
27-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,296
27-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,181
27-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,169
27-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,76
27-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,48
27-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,24
27-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,22
27-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,26
27-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,117
27-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,191
27-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,191
27-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,196
27-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),134
27-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,338
27-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,176
27-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,160
27-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,22
27-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,23
27-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,32
27-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,8
27-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,3
27-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,1
27-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,9
27-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,151
27-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,64
27-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
27-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
27-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,9
27-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,5
27-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
28-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,109
28-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,185
28-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,79
28-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,100
28-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
28-Sep-17,NHS FIFE,ADAMSON HOSPITAL,8
28-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,67
28-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,15
28-Sep-17,NHS FIFE,VICTORIA HOSPITAL,193
28-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,159
28-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,63
28-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,166
28-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,68
